Answers,Labels
@SouthwestAir we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG,neutral
@SouthwestAir were you handing out tickets while I was sleep ?,negative
@SouthwestAir DAL is due for sleet Sun. eve-didn't see it listed for cities that can re-book?  Fly to DCA at 8:10,neutral
@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks,positive
"@SouthwestAir why did I not receive drink coupons with 65,000 points? But all my friends did?",negative
@SouthwestAir absolutely required? Are the flights going to be 100% Cancelled Flighted?,neutral
@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling,neutral
@SouthwestAir Do you have childrens rates for flights?,neutral
@SouthwestAir how often are airplane seats/tray tables cleaned and sanitized? rather have air purifier and clean seats than #wifi 😷😱,negative
@SouthwestAir I lost my luggage. My birthday wish is to find my luggage.,negative
"@SouthwestAir  If you'd love to see more girls get inspired about becoming pilots, RT our free Albuquerque event. http://t.co/rfXlV1kGDh",neutral
@SouthwestAir at troubadour with @Imaginedragons .#DestinationDragons http://t.co/rKlQXXaWhc,neutral
"@SouthwestAir Hey there, can you follow us so we can DM you a question :) 😁",neutral
@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!,negative
@SouthwestAir Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight #3415,negative
@southwestair Grand total from landing to getting bag: one hour. That's very sad.,negative
@southwestair Your staff was really kind about the flight delay. Luggage? Not at all. Very disappointing.,negative
@SouthwestAir Hey southwest! I wanna go to see @Imaginedragons ! You guys are a lot better then jet blue.,positive
"@southwestair Landed an hour Late Flight from IND to DEN, and 40+ min Late Flightr, our bags are not here. Not cool.",negative
@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!,positive
@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi,negative
@SouthwestAir Salted or honey roasted? I vote to bring back the salted peanuts. I dread a year of the honey roasted!😖 http://t.co/RHw78ktQFO,neutral
@SouthwestAir - did SWA send out customer surveys to earn $100 toward flights? Is this legit?,neutral
@SouthwestAir @TifffyHuang I met my twitter friend waiting outside the Troubadour #DestinationDragons http://t.co/lf69waf5ad,neutral
@SouthwestAir Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!,neutral
"@SouthwestAir wanting a ⭐️ for the ✈️ finding the gate. No apology or exp. All good, I'm sure connecting flight leaving SAC will be chill!",negative
"@SouthwestAir sucks. Passengers leaving the plane to make room luggage, checking luggage and getting back on. Delayed flights to same city.",negative
"@SouthwestAir cool the plane you said is ours that just left the terminal for a diff city? She a cold betch for ""flying the friendly skies""",negative
@SouthwestAir it was 3472,neutral
@SouthwestAir flight to San Diego is delayed per usual.. take me home!,negative
@SouthwestAir how do I find travel funds I have available to use f/ past changed flights? don't see an option in my account.,neutral
"@SouthwestAir @FortuneMagazine 
great news.",positive
@SouthwestAir is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!,positive
"@SouthwestAir my father was kind enough to offer to pay for a hotel, but I can't use this coupon if he pays from FL. no help?",neutral
@SouthwestAir every other city on your nationwide sale has fabulous fares. Why nothing from Buffalo? except for 2 cities?,negative
@SouthwestAir I have a voucher w swa that expires 4/10. An extension would be a lot of luv,negative
@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.,positive
"@SouthwestAir not sure why we are still here in Dallas.  Plane has been at gate for 30 min.  No update at all.  Flight 1140, poor service.",negative
"@SouthwestAir Loved one's flight ATL to IND Cancelled Flightled due to ""ice in Indy"". Sitting here in Indy, it is bone dry. Tomorrow 4-6"" of snow.",negative
@SouthwestAir All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH,positive
@SouthwestAir thanks for the ride to Chicago. #kmdw #b738 http://t.co/6cpYPGFnD6,positive
@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out,neutral
@SouthwestAir I'm in line at the airport right now. Will you cover hotel fair or am I to sleep in the airport?,negative
"@SouthwestAir @JasonWhitely flt 947 Emer stop in Albuquer for a heart condition, crew was awesome, pilot was Maverick on the divert.",positive
"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍",positive
@SouthwestAir Cancelled Flightled my flight and I'm stranded in St. Louis. Not sure what to do. No other flight until tomorrow. Am I to sleep in airpt,negative
"@SouthwestAir I think that flight was supposed to go to Houston as well, in case someone could check that?",neutral
"@SouthwestAir - stuck on the runway, again. Delayed on Wednesday. Not a good way to take care of your loyal customers.",negative
@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks,positive
@SouthwestAir first time flying with you. You've definitely won me over!,positive
@SouthwestAir we're doing our best; sitting at a gate waiting (while not being given information why we're delayed) isn't making this easy,negative
@SouthwestAir rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI  &lt; my child was inspired.  Thank you.,positive
@SouthwestAir LUVed the SJC gate 23 agent this am who boarded flight 372 to DAL. Didn't get his name. He represents your brand so well.,positive
@SouthwestAir thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!,positive
@SouthwestAir great flight got us back on time!  Thanks,positive
@SouthwestAir -17mph winds and would do anything to be in Florida right now.. help a sister out!!,neutral
@SouthwestAir @SwagglikeBean take me here,neutral
"@SouthwestAir my son is flying South West from NOLA-Orlando, hope to enter for him to win this contest #DestinationDragons",neutral
"@SouthwestAir thx for smooth landing today @fly2midway, we applauded! Now what can u do abt the weather? #takemeback http://t.co/OQZ7Wc4lLA",positive
"@SouthwestAir not frustrated, just an idea! Great crew. Thanks! #happycustomer",positive
@SouthwestAir no her lunch was over by the time she got her call answered,neutral
@SouthwestAir my parents flight frm STL2ATL Cancelled Flighted 2nite. When's the next one out?!,negative
@SouthwestAir well my mom called earlier and you guys had her on hold for close to an hour,negative
@SouthwestAir there's an hour wait here for reFlight Booking Problems in line at Omaha.,negative
@SouthwestAir it says I can't because my flight is in progress.,negative
@SouthwestAir can you help me with reFlight Booking Problems? My flight was Cancelled Flighted. FWHEI6,negative
@SouthwestAir alist pref doesn't do any good if direct to atl is always wifiless. Flight 1701.,negative
@SouthwestAir is that the same reliable system couldn't find my info and then said it refund my credit card ?,negative
"@SouthwestAir 14 hours????  Sorry don't get it. Oh well. Screw the weekend in Az right?  Eat the hotel, no problem.",negative
"@SouthwestAir we had early bird, and it was great. Your employees were awesome. It was 3 passengers who killed the buzz.",positive
@SouthwestAir I am absolutely sick of 300s and no wifi!,negative
@SouthwestAir when will airfare be available through December of this year? I have 2 major trips coming up and I'm anxious to book them!,negative
"@SouthwestAir Ahah😃💕🎵 That is why
I love SW✈❗(^^)❤",positive
@SouthwestAir is the contest over for Destination Dragons? I want to try to do everything I can to go.,neutral
@SouthwestAir you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service,positive
@SouthwestAir So the upcoming RR changes/Deval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it.,neutral
@SouthwestAir  traveling 2bwi nMaryland 2morrw any chance the flight being Cancelled Flightled to inclement weather? Any chance can get earlier flight,neutral
@SouthwestAir @dultch97 kid just wants fucking money #scumbag,negative
@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING,positive
@SouthwestAir just do it that easy,neutral
@SouthwestAir I'll have to drop by next time I visit!,positive
@SouthwestAir @SacIntlAirport Feels like a good day to fly!!  Thanks for the ontime departure to SNA!!:) #bestinclass #30000ft #takemehome,positive
@SouthwestAir Great trip on 2672 yesterday - outstanding flight attendants,positive
@SouthwestAir how can customers get in touch with you internationally from Mexico for lost baggage,neutral
"@SouthwestAir $192 rndtrp 4/30-5/5 ""@DJQ_KC: RT @djimpact: If you're trying to make travel reservations for Vegas on May 2nd it's too Late Flight""",neutral
@SouthwestAir I'm on the 10:55 flight! Everyone has been so nice and helpful! I'm just hoping we'll get to fly out! Thank you! ;),positive
@SouthwestAir @dultch97 that's horse radish 😤🐴,negative
@SouthwestAir thanks! More concerned about the conflicting texts I was receiving my about my flight  Having to drive 10 hours now 😢,negative
@SouthwestAir Thank you!,positive
@SouthwestAir thank you. See u next wednesday in FLL. Save me some peanuts,positive
@SouthwestAir    How's life @ the NOC?,neutral
@SouthwestAir I will tell marry a lamp if you give me tickets to the Vegas show please I am desperate,neutral
@SouthwestAir Are there any current promotions/codes for Nashville-Denver? Thank you!,neutral
@SouthwestAir #promotion fly 3 roundtrip #flights to and from #ATL between 2/15 and 5/17 and get a companion pass for the year #travel,neutral
@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️,positive
@SouthwestAir I will do just about anything tO GO TO THE VEGAS SHOW PLEASE MAN,positive
@SouthwestAir here we go again. Delayed in Chicago why offer the 630 flight if you never intend to fly it,negative
@SouthwestAir OMG OMG OMG !!! I JUST DID!!,neutral
@SouthwestAir @JulGood1 she was traveling with me the one that got miscommunicated with,negative
"@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!",negative
@SouthwestAir tweet just popped up on my phone with @amin_aur follows. Missing my favorite Southwest pilot and brother.,neutral
@SouthwestAir do you have special fares for students to visit prospective schools?  It's expensive to visit graduate programs.,neutral
@SouthwestAir I would be eternally grateful for tickets to the Vegas show ( ͡° ͜ʖ ͡°) God bless,neutral
@SouthwestAir baggage woman said it was in Blatimore and would be on a plane this morning. Now they can't find it. WTF!???,negative
@SouthwestAir http://t.co/tTXRSyNLxr doesn't work on my flight. Just fyi.,negative
@SouthwestAir PLEASE HELP! I would die to see the Vegas show! It would be amazing to hear their songs for real!,neutral
@SouthwestAir I need Imagine Dragons like I need air..... PLEASE HOOM ME UP FOR THE VEGAS SHOW ( ͡° ͜ʖ ͡°),neutral
@SouthwestAir I am committed okay please hook me up for #DestinationDragons,neutral
@SouthwestAir I would die if I got tickets to #DestinationDragons and you would be invited to my funeral,negative
@SouthwestAir = easy and pleasant. @united = difficult and stressful. Learned my lesson.,negative
@SouthwestAir I would sell my nonexistent soul to go see #DestinationDragons,neutral
@SouthwestAir @TheEllenShow @Imaginedragons this job interferes w/Ellen Show &amp; concerts! will alway treasure my @LiveAtFirefly experience!,neutral
@SouthwestAir got it taken care of! thank you &lt;3,positive
@SouthwestAir not sure I can trust a statement with that many small numbers above words. http://t.co/o3sRL1hfho,negative
@southwestair has posted flight schedule covering the date range of @_defcon_ 23,neutral
@SouthwestAir Late Flightly you've always been Late Flight! Please get back to the old #SWA!!,negative
"@SouthwestAir Totally sucks that my flights were weathered out of existence, but Stacy in Tucson helped with an overnight in Vegas!",negative
@SouthwestAir are you guys alive? i've been on hold for 25 minutes and counting.....,negative
@SouthwestAir Gary Kelly should be ashamed of himself running a corporation in this way,negative
@SouthwestAir you guys just rip me off if I could Cancelled Flight every flight I had booked for my employees I  would Buyer beware,negative
@SouthwestAir not if its travel Credit you used to buy and it expires on the day you find a lower rate,negative
@SouthwestAir please acknowledge Attendant Jeff Wernicke. Beat in class and service on SW,positive
@SouthwestAir LACMA on Fairfax.,neutral
@SouthwestAir just want the money I paid for early bird refunded. Noone seemed to be able at three different. SW should have that worked out,negative
@SouthwestAir I filled in the form on the website too. Darn it all. I guess I'll just have to cross my fingers.,negative
@SouthwestAir THANK YOU SO MUCH FOR ACCESS TO #DestinationDragons TONIGHT AT @theTroubadour 😁 @Imaginedragons Crying /dying rn #ripme,positive
@SouthwestAir so excited about our last minute trip to @Disneyland (and she doesn't know yet!) http://t.co/nKAFbjyARi,positive
@SouthwestAir aren't you based in Chicago? Why are you doing a hunt in LA and not your home city????!! Please bring one home,neutral
@SouthwestAir heyo! What is causing flight 1836 ewr to hou to be delayed?,negative
@SouthwestAir when will you have flight from DAL to PVD?,neutral
"@SouthwestAir Your wifi stinks. I'm not mad, but i wouldn't hate it if i got my money refunded.",negative
@SouthwestAir Cancelled Flights arrivals &amp; departures in Nashville as of 5pm. That and more weather headlines @ 4pm #LiveOnFOX17 #FebruaryFreezeFox17,negative
@SouthwestAir any spare tickets for Vegas? Would be forever grateful! #DestinationDragons,neutral
@SouthwestAir @TheEllenShow @Imaginedragons if only that was me! 😍 #DestinationDragons,neutral
@SouthwestAir THANK YOU SO MUCH!! http://t.co/tGSB1DfPS3,positive
@SouthwestAir any chance they will change this to include Northeast airports?  JetBlue has.,neutral
@SouthwestAir I was on hold for 30 minutes &amp; no one knows how to win these tickets that you're still handing out? #DestinationDragons,negative
@SouthwestAir  after 38 minutes on the phone I'm given another number to call now still on hold with them. http://t.co/1ZT2kEe8up,negative
@SouthwestAir please....can I have the last tickets for me and my best friend to #DestinationDragons http://t.co/eQqi1nfSZh,neutral
@SouthwestAir rules.,positive
@SouthwestAir no one I call knows anything about it so I'm just wondering how to get any? #DestinationDragons,negative
"@SouthwestAir I saw ppl were winning tickets still, how do we win some?",neutral
@SouthwestAir okaaaaay UGH IM 8 MIN AWAY,negative
@SouthwestAir go @franks105 go!,neutral
@SouthwestAir please please please http://t.co/xiJiFYmvqP,neutral
"@SouthwestAir Yes, but I like need my luggage before tomorrow morning",negative
@SouthwestAir 5 min away!,neutral
"@SouthwestAir doesn't care nor does SNA agent Jacquie Plitt, rude gal bad attitude! had 2 fly @USAirways 2 CABO thx http://t.co/VbUxfPCKfa",negative
"@SouthwestAir   Happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. Thanks, Cap'n! http://t.co/C8mqEzXVdH",positive
@SouthwestAir needs 2 make me whole Used my tkt back n PHX due 2 rude SNA agent Jacquie Plitt flew @USAirways 2 CABO http://t.co/QxWW1p09a0,negative
@SouthwestAir 8 mins!!! http://t.co/bbZiJWFDL3,neutral
@SouthwestAir  is there a route to flight from Mexico City to Chicago midway using your services?,neutral
@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,positive
@SouthwestAir how many are left?!,neutral
@southwestAir SWA agent Jacquie Plitt @Orangecounty SNA rudely tells me You're not going 2 CABO today or manana back 2 PHX flew @USAirways,negative
"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J",positive
@SouthwestAir thanks for losing my luggage,negative
@SouthwestAir what about for us that cant get to the states they are playing for the hunt? Any DestinationDragons tickets left?Even just one,negative
@SouthwestAir I'm on the 110 lol has anyone arrived yet??,neutral
"@SouthwestAir left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?",neutral
@SouthwestAir how many left?! I'm 15 min wway,neutral
@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed,negative
@SouthwestAir I cannot DM you as you do not follow me.,neutral
@SouthwestAir and this asshole cut in front of me. Your system blows. http://t.co/7ujt8VTCpa,negative
@SouthwestAir it's pretty stupid and I probably won't fly it again. Plus hearing nightmare stories of overbooked flights.,negative
@SouthwestAir I'm 30 mins out WAIT FOR ME😭😭😭,neutral
@SouthwestAir get me on flight 4146 to denver and I'll be more than happy !!!!!,neutral
@SouthwestAir will there a non-stop flight from Midway to Boise for this summer season? Looking to book at labor day trip.  Ty,neutral
@SouthwestAir  over 15 minutes without talking to a human at what point would you recommend I call @AmericanAir http://t.co/ysqbVq6Mgb,negative
@SouthwestAir can one use a companion pass w/ a points Flight Booking Problems or is it only cash fares? Thx!,neutral
@SouthwestAir IM NOT THO 😭😭💔💔💔💔💔💔💔,neutral
@SouthwestAir so u guys Cancelled Flight #bna flights &amp; don't bother 2 alert passengers? What gives?,negative
@SouthwestAir thank you so so much for sending me to LA for #DestinationDragons! Tonight is gonna rock😎,positive
@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.,positive
@SouthwestAir yeah haha. Never been in one. It's expensive 😂😂 and we will!!!!! So much fun! #destinationdragons,positive
@SouthwestAir beautiful day in Seattle! http://t.co/iqu0PPVq2S,positive
@SouthwestAir This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE,positive
@SouthwestAir @SAMoore10 Thank you for your kind response.  The acknowledgement and apology go a long way! #southwestrocks,positive
@SouthwestAir No thanks. After those 25+ minutes someone did eventually help us and took care of it.,negative
"@SouthwestAir Was going for the weekend for friend's birthday, so no point in reFlight Booking Problems.",negative
@SouthwestAir one of my bags didn't make it to my destination. I have the claim ticket. Any way to help out with a status on the location?,negative
@SouthwestAir  when is the next flight with free cocktails ?,neutral
Includes @KCIAirport “@SouthwestAir: Inclement weather may impact scheduled service in. ReFlight Booking Problems options available: http://t.co/KeyrpFlHil”,negative
"@SouthwestAir okay thank you :), also I did get a tweet earlier about 1.5 hrs ago saying I won &amp; should send a DM but then it was deleted?",neutral
@SouthwestAir yes but not with out an attitude and nasty comment,negative
"@SouthwestAir you guys rock! So easy, quick, and affordable to change my flight. #bestairlineever #neverchange",positive
"@SouthwestAir I have a credit that expires a month before my flight, is there any possible way I can have that extended?",neutral
"@SouthwestAir 4 hour delay in ATL due to ""air traffic control""....love missing an entire day of my vacation #unhappycustomer #mytimeismoney",negative
@SouthwestAir I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx,neutral
"@SouthwestAir#4569 Cancelled Flightled, had to get refund. Cancelled Flightlations happen. But the 25+ min phone wait &amp; painful music unacceptable. Come on...",negative
@southwestair How can I refer a friend for the Southwest Credit card for points?,neutral
@SouthwestAir I have the DM from @SouthwestVerity if needed,neutral
"@SouthwestAir hello I was talking with @SouthwestVerity but it says you moved here, they sent me a voucher but does not work can u help?",neutral
@SouthwestAir  I am following you now.,neutral
@SouthwestAir  I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life@hotmail.com,neutral
"Thank you for your help, Shannon! Great customer service, @SouthwestAir.",positive
"@SouthwestAir 2 1/2 hours Late Flight, but I made it to sf! Maybe you can help me get on an earlier flight on Sunday :)",negative
@SouthwestAir again another ride SW employee that printed out boarding passes. Deficiency in training obviously,negative
@SouthwestAir Thanks Lindsey &amp; the Southwest twitter team for great service &amp; a speedy resolution #LuvAgent #swa,positive
@SouthwestAir Apparently mechanics had to be flown in to fix some planes...not the most assuring sign,negative
@SouthwestAir  Please Help. We really want to fly with you. #guessweflyingdelta,positive
@SouthwestAir how oh how do we get tickets! ?!,neutral
"@SouthwestAir now accepting #Apple's Passbook app for boarding passes. App works on #iPhone &amp; #iPodTouch, not #iPad. http://t.co/XxSaomBdGS",neutral
@SouthwestAir thank you! DMing now.,positive
@SouthwestAir did you Cancelled Flight ALL flights into BNA today??? #needtogethome,negative
@SouthwestAir huge problem with someone whose ticket was Cancelled Flighted mid trip. Can you DM?,negative
@SouthwestAir flights from sunny SFO delayed for hours and others Cancelled Flightled left and right with little updates. Any help @SouthwestAir?,negative
"@SouthwestAir Please explain to reps, ignoring a technical issue and passing the buck is not a good business model. Lucky limited to 140",negative
"@SouthwestAir understood. Just frustrating, you buy early bird check on the day they go on sale at 6:30am and get mid 'b'. Feel ripped off.",negative
"@SouthwestAir So that's what happens when your power level goes over 9,000... feet in the air.",neutral
@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/CVba4olcBl http://t.co/wTa5pX70A5,neutral
@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/hrvuKtpvn1 http://t.co/MY3dnVBZAZ,neutral
@SouthwestAir Please start charging for carryon luggage. #CarryOnBagsSlowEverybodyDown,negative
@SouthwestAir SEA to DEN. South Sound Volleyball team on its way! http://t.co/tN5cXCld6M,positive
.@SouthwestAir I will if you can see about moving up my Brother in laws graduation to the 6th.  Thanks.,neutral
@SouthwestAir will do. Thank you.,neutral
"@SouthwestAir If there are any Imagine Dragons tickets left for tomorrow at 
@VelourLive here in Utah I would love to go I am available! :)",neutral
@SouthwestAir so the fares I see for flights in fall are the ABSOULUTELY LOWEST they will be?,neutral
"@SouthwestAir No no no. SWA low fares and on-time service is great! But manufactured quirkiness? Mmm, not so much. Signed, -CaptiveAudience",negative
@SouthwestAir will you please start offering services out of @triflight and @AshevilleAir to other airports.. Have to drive 3-4 hrs to use u,negative
@SouthwestAir Flying now from JAX to DEN and I paid $8 for wifi that barely is functional.  Couldn't do work if I wanted to.  Never again.,negative
@SouthwestAir Flight to Nashville was Cancelled Flightled. How do we another flight? I've been trying to call &amp; cannot get a human,negative
@SouthwestAir delay is understandable but look at the time of the the flight and boarding time. Weird!,negative
@SouthwestAir  I will dm you now,neutral
@SouthwestAir already booked my tickets for August 20th-30th!  Can't wait for my vacation!,positive
@SouthwestAir very frustrated. Bought early bird at 6:30am on day tickets were released and got mid-B ticket. Spend $50 for nothing,negative
@SouthwestAir is that @MurraySawChuck,neutral
@SouthwestAir Maybe it is just a machine...,neutral
"@SouthwestAir so, when your plane doesn't work the luxuries I paid for go away but you keep my money? I need that biz model.",negative
@SouthwestAir you will extend if I call the day it expires.why can't it just be extended now?#mightmismybrosgraduation,negative
"@SouthwestAir y airline I fly with, but haven't seen anything like this yet!",negative
@SouthwestAir that's awesome! Love flying SWA!,positive
@SouthwestAir That guy was the flight attendant on my last flight… he was hilarious! ☺,positive
@SouthwestAir thanks for the info and the quick response!,positive
@SouthwestAir shhhh i don't want something else to steal our deal😉,positive
@SouthwestAir Cancelled Flighting flights 45 minutes before takeoff &amp; sitting for 45 min on the runway of the rescheduled flight #badservice,negative
@SouthwestAir how do I go on the scavenger hunt if I'm in Boston?,neutral
@SouthwestAir Hi there. We’re flying SWA today. Our son has a peanut allergy. Any way to request the crew not serve peanuts on flight? Thx,neutral
@SouthwestAir Deborah helped me💁,positive
@SouthwestAir give this guy a raise....great start to flight from AZ to MKE..,positive
@SouthwestAir - 800 is not int'l friendly,negative
"@SouthwestAir ha, ha not a make or break for me either way!",neutral
@SouthwestAir 4-4 in horrible customer service. Empty seats in early flight wantcharge me double to get home early instead the usual Late Flight,negative
@SouthwestAir can you answer the phone so I can change my flight plans. Srsly.,negative
@SouthwestAir you could be a little more accommodating with extending my flight credit.Whats 10 extra days!#notahappytraveler,negative
@SouthwestAir I would.,neutral
"@SouthwestAir if you are going to be inconsistent enforcing your rules, I'd prefer you not randomly take it out on freq flyers that obey",negative
@SouthwestAir can you show me some luv?Its 9 degrees and all this snow but Imdetermined to go to #DestinationDragons http://t.co/oXm6cWGaB7,neutral
@SouthwestAir sent,neutral
@SouthwestAir what does relay concerns really mean &amp; how/why do u keep letting people on flights with bags larger than u state are allowabl?,negative
@SouthwestAir what number can we use to all from outside the US? Thx,neutral
@SouthwestAir how long does it take for points from RR Shopping to post to my account? Got email saying I've earned points but don't see em,negative
@SouthwestAir Thanks! I know the routes you currently have from Newark. I was just wondering if there was any new ones on the horizon,neutral
@SouthwestAir oh my gosh! Going to dm you now! Thank you!,positive
@SouthwestAir THANK YOU SO MUCH YOURE AMAZING IM GOING TO CRY OMG,positive
@SouthwestAir If you could get me on the 12:15 flight! My 10:10 has been delayed until 1:05.,negative
"@SouthwestAir couldn't make flight, funds forfeited as a no show!! Was trying to book another flight using those funds, I'm out.",negative
@SouthwestAir I DMed you :),neutral
@SouthwestAir When is the last chance to win #DestinationDragon ???,neutral
@SouthwestAir make this delay go away. Maybe upgrade me and Kats seats. We are headed to Columbus.,negative
@SouthwestAir  I have a flight 2/22 @930 am from Fort Lauderdale to bwi.. Can I Cancelled Flight that flight ? Flight 3458 trip I'd 314505529,neutral
@SouthwestAir @geekstiel Do you know when the last chance is?,neutral
@SouthwestAir @Vindictive_tK Larry David works for southwest?,neutral
@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!,neutral
@SouthwestAir Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,positive
@SouthwestAir Thank You. We'll be in touch! #MoveAboutTheCountry,positive
@SouthwestAir FJBFSC  all I need is receipt showing the 776.20 charge I have on my Amex not the 656.xx that I keep getting sent,negative
@SouthwestAir what do I need to do when TSA pre doesn't show for a flight of mine?,negative
@SouthwestAir  getting the run around today with customer service &amp; disconnected customer relations # given twice. Help!!!,negative
@SouthwestAir have been doing that for hours already,negative
@SouthwestAir flight from BWI to ISP ready to go! Thanks for keeping us warm! #FrigidFriday http://t.co/bfPfW6eyKU,positive
"@SouthwestAir Love, love, love this. Southwest Rocks!! Always!! https://t.co/q8VSfFRd1u",positive
@SouthwestAir Who can I contact about requesting a charity donation? #ThankYou,neutral
@SouthwestAir shout out to the flight #4386 crew for taking amazing care of us on our double down flight! #thankyou,positive
@SouthwestAir  what is the status on flight#122 STL-AUS?,neutral
@SouthwestAir please do. Hate having to fly a different airline. You're my fav.,positive
"@SouthwestAir After flying Delta this week, GoGo was so good. The tweet I sent you didn't even send until we landed - that's how bad it was",negative
@SouthwestAir sure thing,positive
@SouthwestAir why did you book my hotel twice?!?! Ahhhhh,negative
@SouthwestAir save mile to visit family in 2015 and this will impact how many times I can see my mother.  I planned and you change the rules,positive
@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI,positive
"@SouthwestAir you were my go to airline now not so much!! You say you care but I now see not so much! Right now, you suck!!",negative
@SouthwestAir I have been loyal to Southwest from the beginning but very unhappy about your devaluation.,negative
@SouthwestAir #DestinationDragons iD is my favorite band and i met my 2bestfriends thanks to them! it would be life changing to see them!,neutral
"@SouthwestAir i live in the southwest, Imagine Dragons is my favorite band, and i met my 2bestfriends thanks to them. it would be amazing +",positive
@SouthwestAir  Longer flights with 300 series no wifi? Will be great when you retire them.,negative
"@southwestair excruciatingly slow internet on SWA flights is now the norm, rather than the exception. Is this being addressed?",negative
"@SouthwestAir yes, thank you. Just sent DM.",neutral
@SouthwestAir when is the last chance to get #DestinationDragons tickets? I would die of happiness if I won 😭🙏,neutral
@SouthwestAir The in-browser hover over is intrusive and annoying. And the fact that the WiFi only works on one device is sort of sad.,negative
"@SouthwestAir the sign in screen had major mobile issues, the responsive design wasn't working properly my Nexus 5.",negative
@SouthwestAir sure did. Also read on there that Southwest doesn't believe it is liable for the incident. How is it my fault that SW lost it?,negative
@SouthwestAir What's up with the new in-flight WiFi service? Super crappy user experience. Miss the old provider. :(,negative
@SouthwestAir it's too damn cold to be sitting on this runway with no heat!!!!!,negative
@SouthwestAir Can you please follow so I can DM? Thx!,neutral
@SouthwestAir sent DM,neutral
@SouthwestAir... I love you. Air travel doesn't get easier.,positive
@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.,positive
"@SouthwestAir Repeating this is policy is basically repeating ""Fuck you"" to your customers. I'll be shopping for a new airline ASAP",negative
"@SouthwestAir yeah... that's not what happened. I'm really pissed. This is the kind of thing I expect from US or Austrian, not you.",negative
@SouthwestAir  Glad to see you know how to keep the money in your own pockets. 'Thanks' for the voucher in return for lost bag.,negative
"@SouthwestAir you call this customer service?? Sitting in the tarmack for 1hr, lost bag, and you give me a $100. voucher???",negative
@SouthwestAir I would love to go to the #DestinationDragons @ImagineDragons show tomorrow in Utah at @VelourLive! I've been trying so hard.,neutral
@SouthwestAir i hope i can take my selfie stick on the plane today! #goingtovegas,neutral
@SouthwestAir that's bull. Once you add a fare to the cart you should be locked in. I made it all the way to PayPal.,negative
"@SouthwestAir it is working on a different device, though. Any help is appreciated.",neutral
@SouthwestAir having trouble with Wifi. No matter what I get redirected back to getconnected page even though it says I'm connected.,negative
@Southwestair is this account even aware of the #destinationdragons contest? The one youre fucking up for me?,negative
@SouthwestAir Thank you! I can't wait either :),positive
